date,symbol,minute,open,high,low,close,volume,adj_factor,adj_close,adj_open,adj_high,adj_low,ret
20260627,S004,930,1076,1086,1076,1076,44200,0.972,1045.872,1045.872,1055.5919999999999,1045.872,
20260627,S004,931,1077,1086,1076,1077,45800,0.972,1046.844,1046.844,1055.5919999999999,1045.872,0.0009293680297397522
20260627,S004,932,1078,1086,1076,1083,21900,0.972,1052.676,1047.816,1055.5919999999999,1045.872,0.0055710306406684396
20260627,S005,930,1101,1111,1101,1101,44200,0.984,1083.384,1083.384,1093.224,1083.384,
20260627,S005,931,1102,1111,1101,1102,45800,0.984,1084.368,1084.368,1093.224,1083.384,0.0009082652134422275
20260627,S005,932,1103,1111,1101,1108,21900,0.984,1090.272,1085.352,1093.224,1083.384,0.005444646098003547
20260627,S006,930,1126,1136,1126,1126,44200,0.9655,1087.153,1087.153,1096.808,1087.153,
20260627,S006,931,1127,1136,1126,1127,45800,0.9655,1088.1185,1088.1185,1096.808,1087.153,0.000888099467140302
20260627,S006,932,1128,1136,1126,1133,21900,0.9655,1093.9115,1089.084,1096.808,1087.153,0.005323868677905796
20260627,S007,930,1151,1161,1151,1151,44200,1.0306,1186.2205999999999,1186.2205999999999,1196.5266,1186.2205999999999,
20260627,S007,931,1152,1161,1151,1152,45800,1.0306,1187.2512,1187.2512,1196.5266,1186.2205999999999,0.0008688097306690512
20260627,S007,932,1153,1161,1151,1158,21900,1.0306,1193.4348,1188.2818,1196.5266,1186.2205999999999,0.005208333333333481
20260627,S008,930,1176,1186,1176,1176,44200,1.0309,1212.3383999999999,1212.3383999999999,1222.6473999999998,1212.3383999999999,
20260627,S008,931,1177,1186,1176,1177,45800,1.0309,1213.3692999999998,1213.3692999999998,1222.6473999999998,1212.3383999999999,0.0008503401360544505
20260627,S008,932,1178,1186,1176,1183,21900,1.0309,1219.5547,1214.4001999999998,1222.6473999999998,1212.3383999999999,0.005097706032285432
20260628,S001,930,1004,1014,1004,1004,44200,1.0457,1049.8828,1049.8828,1060.3398,1049.8828,
20260628,S001,931,1005,1014,1004,1005,45800,1.0457,1050.9285,1050.9285,1060.3398,1049.8828,0.0009960159362549792
20260628,S001,932,1006,1014,1004,1011,21900,1.0457,1057.2027,1051.9742,1060.3398,1049.8828,0.005970149253731405
20260628,S002,930,1029,1039,1029,1029,44200,1.0347,1064.7063,1064.7063,1075.0533,1064.7063,
20260628,S002,931,1030,1039,1029,1030,45800,1.0347,1065.741,1065.741,1075.0533,1064.7063,0.0009718172983479434
20260628,S002,932,1031,1039,1029,1036,21900,1.0347,1071.9492,1066.7757,1075.0533,1064.7063,0.005825242718446644
20260628,S003,930,1054,1064,1054,1054,44200,1.0307,1086.3578,1086.3578,1096.6648,1086.3578,
20260628,S003,931,1055,1064,1054,1055,45800,1.0307,1087.3885,1087.3885,1096.6648,1086.3578,0.000948766603415585
20260628,S003,932,1056,1064,1054,1061,21900,1.0307,1093.5727,1088.4192,1096.6648,1086.3578,0.005687203791469031
20260628,S004,930,1079,1089,1079,1079,44200,0.9593,1035.0847,1035.0847,1044.6777,1035.0847,
20260628,S004,931,1080,1089,1079,1080,45800,0.9593,1036.044,1036.044,1044.6777,1035.0847,0.000926784059314123
20260628,S004,932,1081,1089,1079,1086,21900,0.9593,1041.7998,1037.0033,1044.6777,1035.0847,0.005555555555555536
20260628,S005,930,1104,1114,1104,1104,44200,0.9837,1086.0048,1086.0048,1095.8418,1086.0048,
20260628,S005,931,1105,1114,1104,1105,45800,0.9837,1086.9885,1086.9885,1095.8418,1086.0048,0.0009057971014492239
20260628,S005,932,1106,1114,1104,1111,21900,0.9837,1092.8907,1087.9722,1095.8418,1086.0048,0.005429864253393646
20260628,S006,930,1129,1139,1129,1129,44200,1.0104,1140.7416,1140.7416,1150.8455999999999,1140.7416,
20260628,S006,931,1130,1139,1129,1130,45800,1.0104,1141.752,1141.752,1150.8455999999999,1140.7416,0.0008857395925596645
20260628,S006,932,1131,1139,1129,1136,21900,1.0104,1147.8144,1142.7624,1150.8455999999999,1140.7416,0.005309734513274433
20260628,S007,930,1154,1164,1154,1154,44200,1.023,1180.542,1180.542,1190.772,1180.542,
20260628,S007,931,1155,1164,1154,1155,45800,1.023,1181.5649999999998,1181.5649999999998,1190.772,1180.542,0.0008665511265164572
20260628,S007,932,1156,1164,1154,1161,21900,1.023,1187.703,1182.588,1190.772,1180.542,0.005194805194805419
20260628,S008,930,1179,1189,1179,1179,44200,0.9597,1131.4863,1131.4863,1141.0833,1131.4863,
20260628,S008,931,1180,1189,1179,1180,45800,0.9597,1132.446,1132.446,1141.0833,1131.4863,0.0008481764206953457
20260628,S008,932,1181,1189,1179,1186,21900,0.9597,1138.2042,1133.4057,1141.0833,1131.4863,0.005084745762711895
20260629,S001,930,1007,1017,1007,1007,44200,1.0052,1012.2364000000001,1012.2364000000001,1022.2884000000001,1012.2364000000001,
20260629,S001,931,1008,1017,1007,1008,45800,1.0052,1013.2416000000001,1013.2416000000001,1022.2884000000001,1012.2364000000001,0.0009930486593843213
20260629,S001,932,1009,1017,1007,1014,21900,1.0052,1019.2728000000001,1014.2468000000001,1022.2884000000001,1012.2364000000001,0.005952380952380931
20260629,S002,930,1032,1042,1032,1032,44200,1.0362,1069.3584,1069.3584,1079.7204,1069.3584,
20260629,S002,931,1033,1042,1032,1033,45800,1.0362,1070.3946,1070.3946,1079.7204,1069.3584,0.0009689922480620172
20260629,S002,932,1034,1042,1032,1039,21900,1.0362,1076.6118,1071.4308,1079.7204,1069.3584,0.0058083252662146645
20260629,S003,930,1057,1067,1057,1057,44200,1.0036,1060.8052,1060.8052,1070.8412,1060.8052,
20260629,S003,931,1058,1067,1057,1058,45800,1.0036,1061.8088,1061.8088,1070.8412,1060.8052,0.0009460737937558861
20260629,S003,932,1059,1067,1057,1064,21900,1.0036,1067.8304,1062.8124,1070.8412,1060.8052,0.005671077504725952
20260629,S004,930,1082,1092,1082,1082,44200,1.0329,1117.5978,1117.5978,1127.9268,1117.5978,
20260629,S004,931,1083,1092,1082,1083,45800,1.0329,1118.6307,1118.6307,1127.9268,1117.5978,0.0009242144177448175
20260629,S004,932,1084,1092,1082,1089,21900,1.0329,1124.8281,1119.6635999999999,1127.9268,1117.5978,0.005540166204986097
20260629,S005,930,1107,1117,1107,1107,44200,1.0473,1159.3610999999999,1159.3610999999999,1169.8340999999998,1159.3610999999999,
20260629,S005,931,1108,1117,1107,1108,45800,1.0473,1160.4083999999998,1160.4083999999998,1169.8340999999998,1159.3610999999999,0.0009033423667570428
20260629,S005,932,1109,1117,1107,1114,21900,1.0473,1166.6922,1161.4557,1169.8340999999998,1159.3610999999999,0.005415162454873723
20260629,S006,930,1132,1142,1132,1132,44200,1.0119,1145.4708,1145.4708,1155.5898,1145.4708,
20260629,S006,931,1133,1142,1132,1133,45800,1.0119,1146.4827,1146.4827,1155.5898,1145.4708,0.0008833922261484162
20260629,S006,932,1134,1142,1132,1139,21900,1.0119,1152.5541,1147.4946,1155.5898,1145.4708,0.005295675198587757
20260629,S007,930,1157,1167,1157,1157,44200,0.9879,1143.0003,1143.0003,1152.8793,1143.0003,
20260629,S007,931,1158,1167,1157,1158,45800,0.9879,1143.9882,1143.9882,1152.8793,1143.0003,0.0008643042350908736
20260629,S007,932,1159,1167,1157,1164,21900,0.9879,1149.9156,1144.9761,1152.8793,1143.0003,0.005181347150259086
20260629,S008,930,1182,1192,1182,1182,44200,1.0077,1191.1014,1191.1014,1201.1784,1191.1014,
20260629,S008,931,1183,1192,1182,1183,45800,1.0077,1192.1091000000001,1192.1091000000001,1201.1784,1191.1014,0.0008460236886633776
20260629,S008,932,1184,1192,1182,1189,21900,1.0077,1198.1553000000001,1193.1168,1201.1784,1191.1014,0.00507185122569731
20260630,S001,930,1010,1020,1010,1010,44200,0.9601,969.7009999999999,969.7009999999999,979.3019999999999,969.7009999999999,
20260630,S001,931,1011,1020,1010,1011,45800,0.9601,970.6610999999999,970.6610999999999,979.3019999999999,969.7009999999999,0.000990099009900991
20260630,S001,932,1012,1020,1010,1017,21900,0.9601,976.4217,971.6211999999999,979.3019999999999,969.7009999999999,0.005934718100890191
20260630,S002,930,1035,1045,1035,1035,44200,0.9789,1013.1615,1013.1615,1022.9505,1013.1615,
20260630,S002,931,1036,1045,1035,1036,45800,0.9789,1014.1404,1014.1404,1022.9505,1013.1615,0.0009661835748790981
20260630,S002,932,1037,1045,1035,1042,21900,0.9789,1020.0138,1015.1193,1022.9505,1013.1615,0.005791505791505669
20260630,S003,930,1060,1070,1060,1060,44200,0.9546,1011.876,1011.876,1021.422,1011.876,
20260630,S003,931,1061,1070,1060,1061,45800,0.9546,1012.8306,1012.8306,1021.422,1011.876,0.0009433962264151496
20260630,S003,932,1062,1070,1060,1067,21900,0.9546,1018.5582,1013.7852,1021.422,1011.876,0.005655042412818112
20260630,S004,930,1085,1095,1085,1085,44200,0.958,1039.43,1039.43,1049.01,1039.43,
20260630,S004,931,1086,1095,1085,1086,45800,0.958,1040.388,1040.388,1049.01,1039.43,0.0009216589861749114
20260630,S004,932,1087,1095,1085,1092,21900,0.958,1046.136,1041.346,1049.01,1039.43,0.005524861878453136
20260630,S005,930,1110,1120,1110,1110,44200,0.9728,1079.808,1079.808,1089.536,1079.808,
20260630,S005,931,1111,1120,1110,1111,45800,0.9728,1080.7808,1080.7808,1089.536,1079.808,0.0009009009009008917
20260630,S005,932,1112,1120,1110,1117,21900,0.9728,1086.6176,1081.7536,1089.536,1079.808,0.005400540054005365
20260630,S006,930,1135,1145,1135,1135,44200,1.0205,1158.2675,1158.2675,1168.4724999999999,1158.2675,
20260630,S006,931,1136,1145,1135,1136,45800,1.0205,1159.288,1159.288,1168.4724999999999,1158.2675,0.0008810572687225626
20260630,S006,932,1137,1145,1135,1142,21900,1.0205,1165.411,1160.3084999999999,1168.4724999999999,1158.2675,0.005281690140845008
20260630,S007,930,1160,1170,1160,1160,44200,0.9778,1134.248,1134.248,1144.026,1134.248,
20260630,S007,931,1161,1170,1160,1161,45800,0.9778,1135.2258,1135.2258,1144.026,1134.248,0.0008620689655172153
20260630,S007,932,1162,1170,1160,1167,21900,0.9778,1141.0926,1136.2036,1144.026,1134.248,0.0051679586563306845
20260630,S008,930,1185,1195,1185,1185,44200,0.9733,1153.3605,1153.3605,1163.0935000000002,1153.3605,
20260630,S008,931,1186,1195,1185,1186,45800,0.9733,1154.3338,1154.3338,1163.0935000000002,1153.3605,0.0008438818565401629
20260630,S008,932,1187,1195,1185,1192,21900,0.9733,1160.1736,1155.3071,1163.0935000000002,1153.3605,0.005059021922428242
